"village_id","village","hh_id","hh_members"
1115,"Buyanja",114018,6
1115,"Buyanja",114019,11
1115,"Buyanja",114020,10
1115,"Buyanja",114021,4
1115,"Buyanja",114022,1
1115,"Buyanja",114023,2
1115,"Buyanja",114024,4
1115,"Buyanja",114025,10
1115,"Buyanja",114026,3
1115,"Buyanja",114027,7
1115,"Buyanja",114028,1
1115,"Buyanja",114029,7
1115,"Buyanja",114030,4
1115,"Buyanja",114031,11
1115,"Buyanja",114032,4
1115,"Buyanja",114033,5
1115,"Buyanja",114034,5
1115,"Buyanja",114035,9
1115,"Buyanja",114036,1
1115,"Buyanja",114037,5
1115,"Buyanja",114038,6
1115,"Buyanja",114039,1
1115,"Buyanja",114040,4
1115,"Buyanja",114041,10
1115,"Buyanja",114042,7
1115,"Buyanja",114043,10
1115,"Buyanja",114044,10
1115,"Buyanja",114045,11
1115,"Buyanja",114046,6
1115,"Buyanja",114047,9
1115,"Buyanja",114048,5
1115,"Buyanja",114049,7
1115,"Buyanja",114050,4
1115,"Buyanja",114051,5
1115,"Buyanja",114052,11
1115,"Buyanja",114053,7
1115,"Buyanja",114054,5
1115,"Buyanja",114055,7
1115,"Buyanja",114056,1
1115,"Buyanja",114057,9
1115,"Buyanja",114058,5
1115,"Buyanja",114059,8
1115,"Buyanja",114060,6
1115,"Buyanja",114061,3
1115,"Buyanja",114062,1
1115,"Buyanja",114063,8
1115,"Buyanja",114064,5
1115,"Buyanja",114065,10
1115,"Buyanja",114066,5
1115,"Buyanja",114067,7
1115,"Buyanja",114068,1
1115,"Buyanja",114069,3
1115,"Buyanja",114070,7
1115,"Buyanja",114071,6
1115,"Buyanja",114072,2
1115,"Buyanja",114073,10
1115,"Buyanja",114074,11
1115,"Buyanja",114075,8
1115,"Buyanja",114076,11
1115,"Buyanja",114077,10
1115,"Buyanja",114078,8
1115,"Buyanja",114079,7
1115,"Buyanja",114080,1
1115,"Buyanja",114081,10
1115,"Buyanja",114082,8
1115,"Buyanja",114083,7
1115,"Buyanja",114084,2
1115,"Buyanja",114085,11
1115,"Buyanja",114086,1
1115,"Buyanja",114087,10
1115,"Buyanja",114088,11
1115,"Buyanja",114089,5
1115,"Buyanja",114090,1
1115,"Buyanja",114091,7
1115,"Buyanja",114092,1
1115,"Buyanja",114093,2
1115,"Buyanja",114094,11
1115,"Buyanja",114095,6
1115,"Buyanja",114096,3
1115,"Buyanja",114097,7
1115,"Buyanja",114098,9
1115,"Buyanja",114099,8
1115,"Buyanja",114100,2
1115,"Buyanja",114101,9
1115,"Buyanja",114102,1
1115,"Buyanja",114103,11
1115,"Buyanja",114104,5
1115,"Buyanja",114105,2
1115,"Buyanja",114106,3
1115,"Buyanja",114107,3
1115,"Buyanja",114108,2
1115,"Buyanja",114109,2
1115,"Buyanja",114110,11
1115,"Buyanja",114111,7
1115,"Buyanja",114112,3
1115,"Buyanja",114113,7
1115,"Buyanja",114114,1
1115,"Buyanja",114115,6
1115,"Buyanja",114116,9
1115,"Buyanja",114117,2
1115,"Buyanja",114118,8
1115,"Buyanja",114119,7
1115,"Buyanja",114120,6
1115,"Buyanja",114121,10
1115,"Buyanja",114122,9
1115,"Buyanja",114123,3
1115,"Buyanja",114124,1
1115,"Buyanja",114125,8
1115,"Buyanja",114126,8
1115,"Buyanja",114127,3
1115,"Buyanja",114128,11
1115,"Buyanja",114129,6
1115,"Buyanja",114130,2
1115,"Buyanja",114131,10
1115,"Buyanja",114132,7
1115,"Buyanja",114133,8
1115,"Buyanja",114134,1
1115,"Buyanja",114135,2
1115,"Buyanja",114136,4
1116,"Buyanja",114137,4
1116,"Buyanja",114138,1
1116,"Buyanja",114139,10
1116,"Buyanja",114140,5
1116,"Buyanja",114141,2
1116,"Buyanja",114142,11
1116,"Buyanja",114143,5
1116,"Buyanja",114144,6
1116,"Buyanja",114145,7
1116,"Buyanja",114146,9
1116,"Buyanja",114147,2
1116,"Buyanja",114148,3
1116,"Buyanja",114149,11
1116,"Buyanja",114150,4
1116,"Buyanja",114151,5
1116,"Buyanja",114152,11
1116,"Buyanja",114153,8
1116,"Buyanja",114154,4
1116,"Buyanja",114155,5
1116,"Buyanja",114156,1
1116,"Buyanja",114157,9
1116,"Buyanja",114158,2
1116,"Buyanja",114159,2
1116,"Buyanja",114160,8
1116,"Buyanja",114161,8
1116,"Buyanja",114162,11
1116,"Buyanja",114163,5
1116,"Buyanja",114164,1
1116,"Buyanja",114165,10
1116,"Buyanja",114166,7
1116,"Buyanja",114167,1
1116,"Buyanja",114168,11
1116,"Buyanja",114169,5
1116,"Buyanja",114170,7
1116,"Buyanja",114171,9
1116,"Buyanja",114172,4
1116,"Buyanja",114173,2
1116,"Buyanja",114174,1
1116,"Buyanja",114175,5
1116,"Buyanja",114176,1
1116,"Buyanja",114177,6
1116,"Buyanja",114178,6
1116,"Buyanja",114179,4
1116,"Buyanja",114180,7
1116,"Buyanja",114181,6
1116,"Buyanja",114182,1
1116,"Buyanja",114183,6
1116,"Buyanja",114184,8
1116,"Buyanja",114185,9
1116,"Buyanja",114186,1
1116,"Buyanja",114187,7
1116,"Buyanja",114188,8
1116,"Buyanja",114189,2
1116,"Buyanja",114190,10
1116,"Buyanja",114191,11
1116,"Buyanja",114192,4
1116,"Buyanja",114193,3
1116,"Buyanja",114194,1
1116,"Buyanja",114195,7
1116,"Buyanja",114196,1
1116,"Buyanja",114197,8
1116,"Buyanja",114198,3
1116,"Buyanja",114199,5
1116,"Buyanja",114200,8
1116,"Buyanja",114201,9
1116,"Buyanja",114202,7
1116,"Buyanja",114203,4
1116,"Buyanja",114204,5
1116,"Buyanja",114205,1
1116,"Buyanja",114206,6
1116,"Buyanja",114207,3
1116,"Buyanja",114208,1
1116,"Buyanja",114209,3
1116,"Buyanja",114210,5
1116,"Buyanja",114211,11
1116,"Buyanja",114212,11
1116,"Buyanja",114213,10
1116,"Buyanja",114214,4
1116,"Buyanja",114215,1
1116,"Buyanja",114216,4
1116,"Buyanja",114217,7
1116,"Buyanja",114218,7
1116,"Buyanja",114219,9
1116,"Buyanja",114220,3
1116,"Buyanja",114221,4
1116,"Buyanja",114222,4
1116,"Buyanja",114223,4
1116,"Buyanja",114224,7
1116,"Buyanja",114225,2
1116,"Buyanja",114226,7
1116,"Buyanja",114227,1
1116,"Buyanja",114228,6
1116,"Buyanja",114229,11
1116,"Buyanja",114230,9
1116,"Buyanja",114231,4
1116,"Buyanja",114232,5
1116,"Buyanja",114233,4
1116,"Buyanja",114234,9
1116,"Buyanja",114235,3
1116,"Buyanja",114236,10
1116,"Buyanja",114237,9
1116,"Buyanja",114238,11
1116,"Buyanja",114239,11
1116,"Buyanja",114240,3
1116,"Buyanja",114241,4
1116,"Buyanja",114242,8
1116,"Buyanja",114243,8
1116,"Buyanja",114244,1
1116,"Buyanja",114245,4
1116,"Buyanja",114246,8
1116,"Buyanja",114247,9
1116,"Buyanja",114248,3
1116,"Buyanja",114249,3
1116,"Buyanja",114250,1
1117,"Buyonza",114251,4
1117,"Buyonza",114252,1
1117,"Buyonza",114253,11
1117,"Buyonza",114254,5
1117,"Buyonza",114255,8
1117,"Buyonza",114256,8
1117,"Buyonza",114257,3
1117,"Buyonza",114258,1
1117,"Buyonza",114259,5
1117,"Buyonza",114260,1
1117,"Buyonza",114261,3
1117,"Buyonza",114262,9
1117,"Buyonza",114263,7
1117,"Buyonza",114264,8
1117,"Buyonza",114265,4
1117,"Buyonza",114266,9
1117,"Buyonza",114267,4
1117,"Buyonza",114268,2
1117,"Buyonza",114269,8
1117,"Buyonza",114270,8
1117,"Buyonza",114271,7
1117,"Buyonza",114272,6
1117,"Buyonza",114273,4
1117,"Buyonza",114274,4
1117,"Buyonza",114275,5
1117,"Buyonza",114276,4
1117,"Buyonza",114277,4
1117,"Buyonza",114278,9
1117,"Buyonza",114279,4
1117,"Buyonza",114280,7
1117,"Buyonza",114281,6
1117,"Buyonza",114282,2
1117,"Buyonza",114283,5
1117,"Buyonza",114284,6
1117,"Buyonza",114285,11
1117,"Buyonza",114286,4
1117,"Buyonza",114287,6
1117,"Buyonza",114288,9
1117,"Buyonza",114289,11
1117,"Buyonza",114290,6
1117,"Buyonza",114291,3
1117,"Buyonza",114292,7
1117,"Buyonza",114293,11
1117,"Buyonza",114294,1
1117,"Buyonza",114295,3
1117,"Buyonza",114296,6
1117,"Buyonza",114297,10
1117,"Buyonza",114298,3
1117,"Buyonza",114299,2
1117,"Buyonza",114300,10
1117,"Buyonza",114301,11
1117,"Buyonza",114302,5
1117,"Buyonza",114303,4
1117,"Buyonza",114304,3
1117,"Buyonza",114305,1
1117,"Buyonza",114306,5
1117,"Buyonza",114307,5
1117,"Buyonza",114308,8
1117,"Buyonza",114309,6
1117,"Buyonza",114310,11
1117,"Buyonza",114311,1
1117,"Buyonza",114312,10
1117,"Buyonza",114313,9
1117,"Buyonza",114314,6
1117,"Buyonza",114315,11
1117,"Buyonza",114316,8
1117,"Buyonza",114317,5
1117,"Buyonza",114318,10
1117,"Buyonza",114319,11
1117,"Buyonza",114320,10
1117,"Buyonza",114321,6
1117,"Buyonza",114322,10
1117,"Buyonza",114323,8
1117,"Buyonza",114324,11
1117,"Buyonza",114325,6
1117,"Buyonza",114326,10
1117,"Buyonza",114327,11
1117,"Buyonza",114328,1
1117,"Buyonza",114329,9
1117,"Buyonza",114330,4
1117,"Buyonza",114331,1
1117,"Buyonza",114332,8
1117,"Buyonza",114333,2
1117,"Buyonza",114334,7
1117,"Buyonza",114335,4
1117,"Buyonza",114336,6
1117,"Buyonza",114337,7
1117,"Buyonza",114338,2
1117,"Buyonza",114339,7
1117,"Buyonza",114340,8
1117,"Buyonza",114341,9
1117,"Buyonza",114342,2
1117,"Buyonza",114343,4
1117,"Buyonza",114344,6
1117,"Buyonza",114345,9
1117,"Buyonza",114346,9
1117,"Buyonza",114347,1
1117,"Buyonza",114348,10
1117,"Buyonza",114349,1
1117,"Buyonza",114350,8
1117,"Buyonza",114351,3
1117,"Buyonza",114352,7
1117,"Buyonza",114353,1
1117,"Buyonza",114354,8
1117,"Buyonza",114355,9
1117,"Buyonza",114356,8
1117,"Buyonza",114357,10
1117,"Buyonza",114358,4
1117,"Buyonza",114359,2
1117,"Buyonza",114360,8
1117,"Buyonza",114361,7
1117,"Buyonza",114362,8
1117,"Buyonza",114363,9
1117,"Buyonza",114364,6
1117,"Buyonza",114365,1
1117,"Buyonza",114366,1
1117,"Buyonza",114367,8
1117,"Buyonza",114368,1
1117,"Buyonza",114369,9
1117,"Buyonza",114370,8
1117,"Buyonza",114371,5
1117,"Buyonza",114372,6
1117,"Buyonza",114373,11
1117,"Buyonza",114374,8
1117,"Buyonza",114375,2
1117,"Buyonza",114376,9
1117,"Buyonza",114377,2
1117,"Buyonza",114378,2
1117,"Buyonza",114379,8
1117,"Buyonza",114380,6
1117,"Buyonza",114381,1
1117,"Buyonza",114382,6
1117,"Buyonza",114383,9
1117,"Buyonza",114384,4
1117,"Buyonza",114385,5
1117,"Buyonza",114386,9
1117,"Buyonza",114387,8
1117,"Buyonza",114388,9
1117,"Buyonza",114389,3
1117,"Buyonza",114390,7
1117,"Buyonza",114391,4
1117,"Buyonza",114392,6
1117,"Buyonza",114393,11
1117,"Buyonza",114394,11
1117,"Buyonza",114395,3
1117,"Buyonza",114396,3
1117,"Buyonza",114397,10
1117,"Buyonza",114398,1
1117,"Buyonza",114399,8
1117,"Buyonza",114400,2
1117,"Buyonza",114401,8
1117,"Buyonza",114402,1
1117,"Buyonza",114403,11
1117,"Buyonza",114404,10
1117,"Buyonza",114405,1
1117,"Buyonza",114406,8
1117,"Buyonza",114407,7
1117,"Buyonza",114408,1
1117,"Buyonza",114409,6
1117,"Buyonza",114410,11
1117,"Buyonza",114411,5
1117,"Buyonza",114412,11
1117,"Buyonza",114413,1
1117,"Buyonza",114414,7
1117,"Buyonza",114415,3
1117,"Buyonza",114416,8
1117,"Buyonza",114417,5
1117,"Buyonza",114418,11
1118,"Bwatampama",114419,8
1118,"Bwatampama",114420,4
1118,"Bwatampama",114421,9
1118,"Bwatampama",114422,3
1118,"Bwatampama",114423,9
1118,"Bwatampama",114424,10
1118,"Bwatampama",114425,5
1118,"Bwatampama",114426,2
1118,"Bwatampama",114427,4
1118,"Bwatampama",114428,7
1118,"Bwatampama",114429,9
1118,"Bwatampama",114430,9
1118,"Bwatampama",114431,1
1118,"Bwatampama",114432,5
1118,"Bwatampama",114433,4
1118,"Bwatampama",114434,2
1118,"Bwatampama",114435,9
1118,"Bwatampama",114436,10
1118,"Bwatampama",114437,10
1118,"Bwatampama",114438,9
1118,"Bwatampama",114439,7
1118,"Bwatampama",114440,6
1118,"Bwatampama",114441,2
1118,"Bwatampama",114442,5
1118,"Bwatampama",114443,4
1118,"Bwatampama",114444,9
1118,"Bwatampama",114445,4
1118,"Bwatampama",114446,8
1118,"Bwatampama",114447,5
1118,"Bwatampama",114448,6
1118,"Bwatampama",114449,3
1118,"Bwatampama",114450,4
1118,"Bwatampama",114451,10
1118,"Bwatampama",114452,5
1118,"Bwatampama",114453,8
1118,"Bwatampama",114454,8
1118,"Bwatampama",114455,9
1118,"Bwatampama",114456,8
1118,"Bwatampama",114457,2
1118,"Bwatampama",114458,6
1118,"Bwatampama",114459,11
1118,"Bwatampama",114460,8
1118,"Bwatampama",114461,5
1118,"Bwatampama",114462,4
1118,"Bwatampama",114463,4
1118,"Bwatampama",114464,10
1118,"Bwatampama",114465,3
1118,"Bwatampama",114466,11
1118,"Bwatampama",114467,10
1118,"Bwatampama",114468,6
1118,"Bwatampama",114469,8
1118,"Bwatampama",114470,1
1118,"Bwatampama",114471,10
1118,"Bwatampama",114472,9
1118,"Bwatampama",114473,11
1118,"Bwatampama",114474,1
1118,"Bwatampama",114475,9
1118,"Bwatampama",114476,3
1118,"Bwatampama",114477,2
1118,"Bwatampama",114478,7
1118,"Bwatampama",114479,7
1118,"Bwatampama",114480,10
1118,"Bwatampama",114481,5
1118,"Bwatampama",114482,6
1118,"Bwatampama",114483,8
1118,"Bwatampama",114484,4
1118,"Bwatampama",114485,3
1118,"Bwatampama",114486,9
1118,"Bwatampama",114487,8
1118,"Bwatampama",114488,9
1118,"Bwatampama",114489,3
1118,"Bwatampama",114490,7
1118,"Bwatampama",114491,5
1118,"Bwatampama",114492,1
1118,"Bwatampama",114493,8
1118,"Bwatampama",114494,10
1118,"Bwatampama",114495,1
1118,"Bwatampama",114496,5
1118,"Bwatampama",114497,11
1118,"Bwatampama",114498,10
1118,"Bwatampama",114499,4
1118,"Bwatampama",114500,8
1118,"Bwatampama",114501,9
1118,"Bwatampama",114502,8
1118,"Bwatampama",114503,2
1118,"Bwatampama",114504,5
1118,"Bwatampama",114505,3
1118,"Bwatampama",114506,8
1118,"Bwatampama",114507,6
1118,"Bwatampama",114508,3
1118,"Bwatampama",114509,4
1118,"Bwatampama",114510,11
1118,"Bwatampama",114511,9
1118,"Bwatampama",114512,11
1118,"Bwatampama",114513,2
1118,"Bwatampama",114514,8
1118,"Bwatampama",114515,2
1118,"Bwatampama",114516,8
1118,"Bwatampama",114517,3
1118,"Bwatampama",114518,2
1118,"Bwatampama",114519,5
1118,"Bwatampama",114520,1
1118,"Bwatampama",114521,10
1118,"Bwatampama",114522,9
1118,"Bwatampama",114523,8
1118,"Bwatampama",114524,1
1118,"Bwatampama",114525,2
1118,"Bwatampama",114526,4
1118,"Bwatampama",114527,11
1118,"Bwatampama",114528,2
1118,"Bwatampama",114529,4
1118,"Bwatampama",114530,6
1118,"Bwatampama",114531,1
1118,"Bwatampama",114532,1
1118,"Bwatampama",114533,10
1118,"Bwatampama",114534,3
1118,"Bwatampama",114535,4
1118,"Bwatampama",114536,1
1118,"Bwatampama",114537,10
1118,"Bwatampama",114538,8
1118,"Bwatampama",114539,2
1118,"Bwatampama",114540,7
1118,"Bwatampama",114541,3
1118,"Bwatampama",114542,11
1118,"Bwatampama",114543,7
1118,"Bwatampama",114544,9
1118,"Bwatampama",114545,2
1118,"Bwatampama",114546,11
1118,"Bwatampama",114547,11
1118,"Bwatampama",114548,5
1118,"Bwatampama",114549,9
1118,"Bwatampama",114550,9
1118,"Bwatampama",114551,7
1118,"Bwatampama",114552,7
1118,"Bwatampama",114553,8
1118,"Bwatampama",114554,6
1118,"Bwatampama",114555,11
1118,"Bwatampama",114556,8
1118,"Bwatampama",114557,6
1118,"Bwatampama",114558,4
1118,"Bwatampama",114559,6
1118,"Bwatampama",114560,3
1118,"Bwatampama",114561,6
1118,"Bwatampama",114562,4
1118,"Bwatampama",114563,10
1118,"Bwatampama",114564,2
1118,"Bwatampama",114565,9
1118,"Bwatampama",114566,6
1118,"Bwatampama",114567,4
1118,"Bwatampama",114568,11
1118,"Bwatampama",114569,4
1118,"Bwatampama",114570,9
1118,"Bwatampama",114571,10
1118,"Bwatampama",114572,10
1118,"Bwatampama",114573,9
1118,"Bwatampama",114574,9
1118,"Bwatampama",114575,1
1118,"Bwatampama",114576,7
1118,"Bwatampama",114577,6
1118,"Bwatampama",114578,3
1118,"Bwatampama",114579,6
1119,"Bweramvura",114580,2
1119,"Bweramvura",114581,3
1119,"Bweramvura",114582,4
1119,"Bweramvura",114583,2
1119,"Bweramvura",114584,4
1119,"Bweramvura",114585,1
1119,"Bweramvura",114586,11
1119,"Bweramvura",114587,5
1119,"Bweramvura",114588,2
1119,"Bweramvura",114589,6
1119,"Bweramvura",114590,5
1119,"Bweramvura",114591,3
1119,"Bweramvura",114592,1
1119,"Bweramvura",114593,4
1119,"Bweramvura",114594,5
1119,"Bweramvura",114595,11
1119,"Bweramvura",114596,6
1119,"Bweramvura",114597,7
1119,"Bweramvura",114598,10
1119,"Bweramvura",114599,9
1119,"Bweramvura",114600,8
1119,"Bweramvura",114601,6
1119,"Bweramvura",114602,9
1119,"Bweramvura",114603,8
1119,"Bweramvura",114604,6
1119,"Bweramvura",114605,1
1119,"Bweramvura",114606,10
1119,"Bweramvura",114607,2
1119,"Bweramvura",114608,4
1119,"Bweramvura",114609,9
1119,"Bweramvura",114610,2
1119,"Bweramvura",114611,11
1119,"Bweramvura",114612,7
1119,"Bweramvura",114613,9
1119,"Bweramvura",114614,9
1119,"Bweramvura",114615,2
1119,"Bweramvura",114616,7
1119,"Bweramvura",114617,9
1119,"Bweramvura",114618,7
1119,"Bweramvura",114619,1
1119,"Bweramvura",114620,6
1119,"Bweramvura",114621,4
1119,"Bweramvura",114622,11
1119,"Bweramvura",114623,10
1119,"Bweramvura",114624,10
1119,"Bweramvura",114625,1
1119,"Bweramvura",114626,9
1119,"Bweramvura",114627,1
1119,"Bweramvura",114628,3
1119,"Bweramvura",114629,4
1119,"Bweramvura",114630,9
1119,"Bweramvura",114631,5
1119,"Bweramvura",114632,3
1119,"Bweramvura",114633,5
1119,"Bweramvura",114634,9
1119,"Bweramvura",114635,5
1119,"Bweramvura",114636,3
1119,"Bweramvura",114637,8
1119,"Bweramvura",114638,7
1119,"Bweramvura",114639,2
1119,"Bweramvura",114640,2
1119,"Bweramvura",114641,7
1119,"Bweramvura",114642,8
1119,"Bweramvura",114643,7
1119,"Bweramvura",114644,1
1119,"Bweramvura",114645,1
1119,"Bweramvura",114646,5
1119,"Bweramvura",114647,2
1119,"Bweramvura",114648,10
1119,"Bweramvura",114649,2
1119,"Bweramvura",114650,2
1119,"Bweramvura",114651,6
1119,"Bweramvura",114652,3
1119,"Bweramvura",114653,7
1119,"Bweramvura",114654,7
1119,"Bweramvura",114655,2
1119,"Bweramvura",114656,6
1119,"Bweramvura",114657,1
1119,"Bweramvura",114658,4
1119,"Bweramvura",114659,7
1119,"Bweramvura",114660,1
1119,"Bweramvura",114661,7
1119,"Bweramvura",114662,10
1119,"Bweramvura",114663,8
1119,"Bweramvura",114664,10
1119,"Bweramvura",114665,1
1119,"Bweramvura",114666,5
1119,"Bweramvura",114667,7
1119,"Bweramvura",114668,8
1119,"Bweramvura",114669,7
1119,"Bweramvura",114670,8
1119,"Bweramvura",114671,6
1119,"Bweramvura",114672,8
1119,"Bweramvura",114673,8
1119,"Bweramvura",114674,3
1119,"Bweramvura",114675,7
1120,"Bwingeyo",114676,10
1120,"Bwingeyo",114677,5
1120,"Bwingeyo",114678,8
1120,"Bwingeyo",114679,9
1120,"Bwingeyo",114680,5
1120,"Bwingeyo",114681,9
1120,"Bwingeyo",114682,2
1120,"Bwingeyo",114683,10
1120,"Bwingeyo",114684,7
1120,"Bwingeyo",114685,5
1120,"Bwingeyo",114686,8
1120,"Bwingeyo",114687,8
1120,"Bwingeyo",114688,8
1120,"Bwingeyo",114689,7
1120,"Bwingeyo",114690,4
1120,"Bwingeyo",114691,8
1120,"Bwingeyo",114692,7
1120,"Bwingeyo",114693,7
1120,"Bwingeyo",114694,4
1120,"Bwingeyo",114695,7
1120,"Bwingeyo",114696,10
1120,"Bwingeyo",114697,5
1120,"Bwingeyo",114698,6
1120,"Bwingeyo",114699,6
1120,"Bwingeyo",114700,9
1120,"Bwingeyo",114701,11
1120,"Bwingeyo",114702,3
1120,"Bwingeyo",114703,9
1120,"Bwingeyo",114704,11
1120,"Bwingeyo",114705,7
1120,"Bwingeyo",114706,4
1120,"Bwingeyo",114707,6
1120,"Bwingeyo",114708,2
1120,"Bwingeyo",114709,11
1120,"Bwingeyo",114710,4
1120,"Bwingeyo",114711,4
1120,"Bwingeyo",114712,8
1120,"Bwingeyo",114713,1
1120,"Bwingeyo",114714,7
1120,"Bwingeyo",114715,1
1120,"Bwingeyo",114716,4
1120,"Bwingeyo",114717,5
1120,"Bwingeyo",114718,3
1120,"Bwingeyo",114719,6
1120,"Bwingeyo",114720,8
1120,"Bwingeyo",114721,1
1120,"Bwingeyo",114722,7
1120,"Bwingeyo",114723,2
1120,"Bwingeyo",114724,4
1120,"Bwingeyo",114725,8
1120,"Bwingeyo",114726,7
1120,"Bwingeyo",114727,6
1120,"Bwingeyo",114728,8
1120,"Bwingeyo",114729,1
1120,"Bwingeyo",114730,7
1120,"Bwingeyo",114731,10
1120,"Bwingeyo",114732,5
1120,"Bwingeyo",114733,2
1120,"Bwingeyo",114734,7
1120,"Bwingeyo",114735,8
1120,"Bwingeyo",114736,10
1120,"Bwingeyo",114737,10
1120,"Bwingeyo",114738,8
1120,"Bwingeyo",114739,5
1120,"Bwingeyo",114740,7
1120,"Bwingeyo",114741,7
1120,"Bwingeyo",114742,6
1120,"Bwingeyo",114743,9
1120,"Bwingeyo",114744,2
1120,"Bwingeyo",114745,3
1120,"Bwingeyo",114746,10
1120,"Bwingeyo",114747,2
1120,"Bwingeyo",114748,9
1120,"Bwingeyo",114749,4
1120,"Bwingeyo",114750,6
1120,"Bwingeyo",114751,5
1120,"Bwingeyo",114752,4
1120,"Bwingeyo",114753,2
1120,"Bwingeyo",114754,5
1120,"Bwingeyo",114755,7
1120,"Bwingeyo",114756,1
1120,"Bwingeyo",114757,10
1120,"Bwingeyo",114758,7
1120,"Bwingeyo",114759,3
1120,"Bwingeyo",114760,8
1120,"Bwingeyo",114761,3
1120,"Bwingeyo",114762,4
1120,"Bwingeyo",114763,6
1120,"Bwingeyo",114764,5
1120,"Bwingeyo",114765,8
1120,"Bwingeyo",114766,10
1120,"Bwingeyo",114767,3
1120,"Bwingeyo",114768,10
1120,"Bwingeyo",114769,5
1120,"Bwingeyo",114770,1
1120,"Bwingeyo",114771,1
1120,"Bwingeyo",114772,11
1120,"Bwingeyo",114773,2
1120,"Bwingeyo",114774,4
1120,"Bwingeyo",114775,5
1120,"Bwingeyo",114776,1
1120,"Bwingeyo",114777,1
1120,"Bwingeyo",114778,6
1120,"Bwingeyo",114779,1
1120,"Bwingeyo",114780,1
1120,"Bwingeyo",114781,2
1120,"Bwingeyo",114782,4
1120,"Bwingeyo",114783,5
1120,"Bwingeyo",114784,1
1120,"Bwingeyo",114785,2
1120,"Bwingeyo",114786,2
1120,"Bwingeyo",114787,1
1120,"Bwingeyo",114788,8
1120,"Bwingeyo",114789,10
1120,"Bwingeyo",114790,4
1121,"Bwinyana",114791,7
1121,"Bwinyana",114792,7
1121,"Bwinyana",114793,5
1121,"Bwinyana",114794,1
1121,"Bwinyana",114795,11
1121,"Bwinyana",114796,7
1121,"Bwinyana",114797,10
1121,"Bwinyana",114798,9
1121,"Bwinyana",114799,8
1121,"Bwinyana",114800,7
1121,"Bwinyana",114801,6
1121,"Bwinyana",114802,11
1121,"Bwinyana",114803,9
1121,"Bwinyana",114804,4
1121,"Bwinyana",114805,1
1121,"Bwinyana",114806,6
1121,"Bwinyana",114807,2
1121,"Bwinyana",114808,4
1121,"Bwinyana",114809,4
1121,"Bwinyana",114810,3
1121,"Bwinyana",114811,1
1121,"Bwinyana",114812,6
1121,"Bwinyana",114813,4
1121,"Bwinyana",114814,3
1121,"Bwinyana",114815,1
1121,"Bwinyana",114816,10
1121,"Bwinyana",114817,9
1121,"Bwinyana",114818,2
1121,"Bwinyana",114819,11
1121,"Bwinyana",114820,7
1121,"Bwinyana",114821,10
1121,"Bwinyana",114822,10
1121,"Bwinyana",114823,7
1121,"Bwinyana",114824,9
1121,"Bwinyana",114825,7
1121,"Bwinyana",114826,11
1121,"Bwinyana",114827,10
1121,"Bwinyana",114828,6
1121,"Bwinyana",114829,9
1121,"Bwinyana",114830,9
1121,"Bwinyana",114831,5
1121,"Bwinyana",114832,11
1121,"Bwinyana",114833,1
1121,"Bwinyana",114834,11
1121,"Bwinyana",114835,1
1121,"Bwinyana",114836,6
1121,"Bwinyana",114837,3
1121,"Bwinyana",114838,6
1121,"Bwinyana",114839,11
1121,"Bwinyana",114840,9
1121,"Bwinyana",114841,5
1121,"Bwinyana",114842,4
1121,"Bwinyana",114843,1
1121,"Bwinyana",114844,2
1121,"Bwinyana",114845,9
1121,"Bwinyana",114846,11
1121,"Bwinyana",114847,11
1121,"Bwinyana",114848,1
1121,"Bwinyana",114849,8
1121,"Bwinyana",114850,4
1121,"Bwinyana",114851,2
1121,"Bwinyana",114852,1
1121,"Bwinyana",114853,5
1121,"Bwinyana",114854,4
1121,"Bwinyana",114855,1
1121,"Bwinyana",114856,7
1121,"Bwinyana",114857,10
1121,"Bwinyana",114858,8
1121,"Bwinyana",114859,7
1121,"Bwinyana",114860,11
1121,"Bwinyana",114861,3
1121,"Bwinyana",114862,11
1121,"Bwinyana",114863,4
1121,"Bwinyana",114864,3
1121,"Bwinyana",114865,7
1121,"Bwinyana",114866,9
1121,"Bwinyana",114867,8
1121,"Bwinyana",114868,11
1121,"Bwinyana",114869,11
1121,"Bwinyana",114870,3
1121,"Bwinyana",114871,8
1121,"Bwinyana",114872,5
1121,"Bwinyana",114873,2
1121,"Bwinyana",114874,8
1121,"Bwinyana",114875,6
1121,"Bwinyana",114876,9
1121,"Bwinyana",114877,8
1121,"Bwinyana",114878,6
1121,"Bwinyana",114879,4
1121,"Bwinyana",114880,1
1121,"Bwinyana",114881,4
1121,"Bwinyana",114882,9
1121,"Bwinyana",114883,9
1121,"Bwinyana",114884,6
1121,"Bwinyana",114885,9
1121,"Bwinyana",114886,9
1121,"Bwinyana",114887,7
1121,"Bwinyana",114888,11
1121,"Bwinyana",114889,10
1121,"Bwinyana",114890,3
1121,"Bwinyana",114891,11
1121,"Bwinyana",114892,4
1121,"Bwinyana",114893,3
1121,"Bwinyana",114894,6
1121,"Bwinyana",114895,11
1121,"Bwinyana",114896,11
1121,"Bwinyana",114897,7
1121,"Bwinyana",114898,8
1121,"Bwinyana",114899,4
1121,"Bwinyana",114900,7
1121,"Bwinyana",114901,2
1121,"Bwinyana",114902,7
1121,"Bwinyana",114903,5
1121,"Bwinyana",114904,10
1121,"Bwinyana",114905,8
1121,"Bwinyana",114906,8
1121,"Bwinyana",114907,5
1121,"Bwinyana",114908,2
